id,gender,age,type,purpose
14567,Male,36,Returning,Business
14568,Male,24,First-time,Business
14569,Female,26,First-time,Business
14570,Male,40,Returning,Business
14571,Female,48,Returning,Business
14572,Male,35,First-time,Business
14573,Female,39,Returning,Business
14574,Male,34,Returning,Business
14575,Male,48,Returning,Business
14576,Male,23,First-time,Business
14577,Male,29,First-time,Business
14578,Female,45,Returning,Business
14579,Female,54,Returning,Business
14580,Male,39,Returning,Business
14581,Female,42,Returning,Business
14582,Female,45,First-time,Business
14583,Male,46,Returning,Business
14584,Male,55,Returning,Business
14585,Female,42,Returning,Business
14586,Female,25,First-time,Business
14587,Female,40,Returning,Business
14588,Female,51,Returning,Business
14589,Female,17,Returning,Personal
14590,Male,11,Returning,Personal
14591,Male,31,Returning,Personal
14592,Male,10,Returning,Personal
14593,Male,31,Returning,Personal
14594,Female,41,Returning,Personal
14595,Female,13,Returning,Personal
14596,Male,9,Returning,Personal
14597,Male,54,Returning,Personal
14598,Female,23,Returning,Personal
14599,Male,45,Returning,Personal
14600,Male,47,Returning,Personal
14601,Male,70,Returning,Personal
14602,Female,57,Returning,Personal
14603,Male,48,Returning,Personal
14604,Male,48,Returning,Personal
14605,Male,30,Returning,Business
14606,Female,49,Returning,Business
14607,Male,30,Returning,Business
14608,Male,37,Returning,Business
14609,Male,52,Returning,Business
14610,Female,51,Returning,Business
14611,Male,21,Returning,Business
14612,Male,53,Returning,Business
14613,Female,20,First-time,Business
14614,Male,53,Returning,Personal
14615,Female,52,Returning,Personal
14616,Male,28,Returning,Personal
14617,Male,40,Returning,Business
14618,Male,24,First-time,Business
14619,Male,70,Returning,Business
14620,Female,31,Returning,Business
14621,Male,54,Returning,Personal
14622,Female,39,Returning,Personal
14623,Female,52,Returning,Business
14624,Female,37,Returning,Business
14625,Male,24,Returning,Personal
14626,Male,51,Returning,Business
14627,Female,45,Returning,Business
14628,Male,44,Returning,Business
14629,Male,28,Returning,Personal
14630,Male,22,Returning,Personal
14631,Female,8,First-time,Business
14632,Male,38,Returning,Business
14633,Female,40,First-time,Business
14634,Female,34,Returning,Business
14635,Male,45,Returning,Business
14636,Female,23,Returning,Business
14637,Male,25,Returning,Business
14638,Female,41,Returning,Business
14639,Female,24,Returning,Business
14640,Male,48,Returning,Business
14641,Female,20,First-time,Business
14642,Male,37,First-time,Business
14643,Female,26,First-time,Business
14644,Male,53,Returning,Personal
14645,Female,40,Returning,Personal
14646,Male,37,Returning,Business
14647,Female,22,First-time,Business
14648,Female,34,Returning,Business
14649,Female,23,First-time,Business
14650,Female,64,Returning,Business
14651,Male,35,Returning,Business
14652,Female,40,Returning,Business
14653,Male,50,Returning,Business
14654,Male,36,First-time,Business
14655,Female,35,First-time,Business
14656,Male,58,Returning,Business
14657,Male,52,Returning,Personal
14658,Female,54,Returning,Personal
14659,Male,60,Returning,Personal
14660,Female,63,Returning,Personal
14661,Female,27,First-time,Business
14662,Male,27,Returning,Business
14663,Female,39,Returning,Business
14664,Male,17,Returning,Business
14665,Male,41,Returning,Business
14666,Male,23,First-time,Business
14667,Male,36,First-time,Business
14668,Female,50,Returning,Business
14669,Female,22,First-time,Business
14670,Female,24,First-time,Business
14671,Male,55,Returning,Business
14672,Female,21,Returning,Business
14673,Male,50,Returning,Business
14674,Male,58,Returning,Personal
14675,Female,29,Returning,Personal
14676,Female,7,Returning,Personal
14677,Male,66,Returning,Personal
14678,Male,55,Returning,Personal
14679,Female,52,Returning,Business
14680,Male,35,First-time,Business
14681,Female,44,Returning,Business
14682,Female,56,Returning,Business
14683,Male,55,Returning,Business
14684,Female,51,Returning,Personal
14685,Male,45,Returning,Business
14686,Male,35,First-time,Business
14687,Female,52,Returning,Business
14688,Male,25,First-time,Business
14689,Male,34,Returning,Business
14690,Female,47,Returning,Business
14691,Male,27,Returning,Business
14692,Female,26,First-time,Business
14693,Female,52,Returning,Business
14694,Female,43,Returning,Business
14695,Female,35,Returning,Business
14696,Male,67,Returning,Business
14697,Female,41,Returning,Business
14698,Male,78,Returning,Business
14699,Male,36,Returning,Business
14700,Male,54,Returning,Business
14701,Male,57,Returning,Business
14702,Male,38,Returning,Business
14703,Female,44,Returning,Business
14704,Female,36,First-time,Business
14705,Male,60,Returning,Business
14706,Female,27,Returning,Business
14707,Male,52,Returning,Business
14708,Male,23,First-time,Business
14709,Female,44,Returning,Personal
14710,Male,61,Returning,Personal
14711,Male,7,Returning,Personal
14712,Female,49,Returning,Personal
14713,Female,40,Returning,Personal
14714,Male,12,Returning,Personal
14715,Female,66,Returning,Personal
14716,Male,44,Returning,Personal
14717,Male,32,Returning,Personal
14718,Female,50,Returning,Personal
14719,Male,48,Returning,Personal
14720,Female,66,Returning,Personal
14721,Male,29,Returning,Personal
14722,Female,39,Returning,Personal
14723,Male,8,Returning,Personal
14724,Male,40,First-time,Business
14725,Female,22,Returning,Business
14726,Male,58,Returning,Business
14727,Female,36,First-time,Business
14728,Male,54,Returning,Personal
14729,Male,36,Returning,Personal
14730,Male,17,Returning,Personal
14731,Male,17,Returning,Business
14732,Male,38,Returning,Business
14733,Female,54,Returning,Business
14734,Male,54,Returning,Business
14735,Female,20,Returning,Personal
14736,Female,45,Returning,Business
14737,Male,44,Returning,Business
14738,Male,20,First-time,Business
14739,Male,26,Returning,Business
14740,Male,55,Returning,Business
14741,Male,48,Returning,Business
14742,Male,30,First-time,Business
14743,Male,49,Returning,Business
14744,Female,28,First-time,Business
14745,Female,34,First-time,Business
14746,Male,25,Returning,Business
14747,Male,27,First-time,Business
14748,Male,39,First-time,Business
14749,Female,27,Returning,Business
14750,Male,22,Returning,Business
14751,Female,70,First-time,Business
14752,Female,12,First-time,Business
14753,Female,55,Returning,Business
14754,Male,41,Returning,Business
14755,Male,37,First-time,Business
14756,Female,18,First-time,Business
14757,Female,62,Returning,Business
14758,Female,17,First-time,Business
14759,Female,42,Returning,Business
14760,Male,66,Returning,Business
14761,Male,65,Returning,Business
14762,Female,33,Returning,Business
14763,Male,24,Returning,Personal
14764,Female,19,Returning,Personal
14765,Female,64,Returning,Personal
14766,Male,29,Returning,Personal
14767,Female,54,Returning,Personal
14768,Male,55,Returning,Personal
14769,Male,35,Returning,Business
14770,Female,20,Returning,Personal
14771,Male,28,First-time,Business
14772,Female,22,Returning,Business
14773,Female,25,Returning,Business
14774,Female,19,Returning,Business
14775,Female,26,Returning,Business
14776,Female,28,Returning,Business
14777,Male,31,Returning,Business
14778,Female,42,Returning,Business
14779,Female,40,Returning,Business
14780,Female,51,Returning,Business
14781,Female,63,Returning,Personal
14782,Female,41,Returning,Personal
14783,Male,9,Returning,Personal
14784,Female,27,Returning,Business
14785,Male,55,Returning,Business
14786,Female,40,Returning,Business
14787,Male,34,Returning,Business
14788,Female,27,First-time,Business
14789,Male,18,First-time,Business
14790,Female,28,Returning,Business
14791,Male,52,Returning,Business
14792,Female,65,Returning,Personal
14793,Female,8,Returning,Personal
14794,Female,48,Returning,Business
14795,Male,43,First-time,Business
14796,Male,41,Returning,Business
14797,Male,52,Returning,Business
14798,Male,36,Returning,Business
14799,Female,51,Returning,Business
14800,Male,50,First-time,Business
14801,Female,22,First-time,Business
14802,Female,71,Returning,Business
14803,Male,54,Returning,Business
14804,Male,42,Returning,Business
14805,Male,38,First-time,Business
14806,Female,56,First-time,Business
14807,Female,17,Returning,Business
14808,Female,40,First-time,Business
14809,Male,15,Returning,Personal
14810,Female,40,Returning,Personal
14811,Female,20,Returning,Personal
14812,Male,29,Returning,Personal
14813,Male,11,Returning,Personal
14814,Female,51,Returning,Personal
14815,Female,58,Returning,Business
14816,Female,24,First-time,Business
14817,Male,42,Returning,Personal
14818,Female,30,Returning,Business
14819,Male,45,Returning,Business
14820,Female,24,First-time,Business
14821,Female,37,Returning,Business
14822,Female,28,Returning,Personal
14823,Male,36,Returning,Business
14824,Male,50,Returning,Personal
14825,Male,62,Returning,Business
14826,Female,44,Returning,Business
14827,Male,10,Returning,Personal
14828,Female,23,Returning,Personal
14829,Female,26,Returning,Personal
14830,Male,21,Returning,Personal
14831,Male,51,Returning,Business
14832,Female,26,First-time,Business
14833,Male,40,Returning,Business
14834,Male,41,Returning,Business
14835,Male,21,First-time,Business
14836,Male,50,Returning,Business
14837,Female,18,First-time,Business
14838,Male,31,Returning,Business
14839,Female,45,Returning,Personal
14840,Male,45,Returning,Business
14841,Female,57,Returning,Business
14842,Male,55,Returning,Business
14843,Male,68,Returning,Personal
14844,Female,35,Returning,Personal
14845,Female,51,Returning,Personal
14846,Female,29,Returning,Personal
14847,Male,13,Returning,Personal
14848,Male,56,Returning,Business
14849,Male,41,Returning,Business
14850,Female,48,Returning,Business
14851,Male,49,Returning,Business
14852,Male,30,Returning,Business
14853,Female,20,First-time,Business
14854,Female,54,Returning,Business
14855,Male,24,Returning,Business
14856,Male,42,Returning,Business
14857,Male,38,First-time,Business
14858,Female,37,Returning,Business
14859,Female,54,Returning,Business
14860,Male,43,Returning,Business
14861,Male,33,Returning,Business
14862,Female,35,Returning,Business
14863,Male,59,Returning,Business
14864,Male,51,Returning,Business
14865,Male,23,First-time,Business
14866,Female,38,Returning,Business
14867,Female,37,Returning,Business
14868,Female,32,Returning,Business
14869,Female,47,Returning,Business
14870,Male,36,Returning,Business
14871,Male,28,First-time,Business
14872,Female,40,First-time,Business
14873,Female,19,First-time,Business
14874,Female,23,First-time,Business
14875,Female,71,Returning,Business
14876,Female,27,First-time,Business
14877,Male,64,Returning,Business
14878,Female,29,First-time,Business
14879,Male,72,Returning,Business
14880,Male,64,First-time,Business
14881,Female,17,Returning,Business
14882,Male,54,Returning,Business
14883,Male,51,Returning,Business
14884,Female,43,Returning,Business
14885,Female,27,First-time,Business
14886,Female,45,First-time,Business
14887,Female,34,First-time,Business
14888,Male,23,First-time,Business
14889,Female,26,First-time,Business
14890,Female,37,First-time,Business
14891,Male,49,Returning,Business
14892,Male,77,Returning,Business
14893,Male,22,First-time,Business
14894,Female,25,First-time,Business
14895,Female,30,First-time,Business
14896,Male,55,Returning,Business
14897,Female,23,Returning,Business
14898,Female,38,First-time,Business
14899,Male,55,First-time,Business
14900,Female,23,Returning,Business
14901,Male,23,First-time,Business
14902,Female,62,Returning,Personal
14903,Male,46,Returning,Personal
14904,Female,9,Returning,Personal
14905,Male,23,Returning,Personal
14906,Male,19,Returning,Personal
14907,Female,62,Returning,Personal
14908,Male,34,Returning,Personal
14909,Female,47,Returning,Personal
14910,Male,7,Returning,Personal
14911,Male,8,Returning,Personal
14912,Male,12,Returning,Personal
14913,Male,39,Returning,Personal
14914,Male,41,Returning,Personal
14915,Female,49,Returning,Personal
14916,Male,15,Returning,Personal
14917,Female,38,Returning,Personal
14918,Male,69,Returning,Personal
14919,Male,8,Returning,Personal
14920,Female,51,Returning,Personal
14921,Male,53,Returning,Business
14922,Female,43,Returning,Business
14923,Male,30,Returning,Business
14924,Male,43,Returning,Business
14925,Female,49,Returning,Business
14926,Male,63,Returning,Personal
14927,Male,57,Returning,Personal
14928,Male,29,Returning,Personal
14929,Female,45,Returning,Business
14930,Male,13,Returning,Personal
14931,Female,64,Returning,Personal
14932,Female,25,First-time,Business
14933,Male,38,Returning,Business
14934,Male,23,Returning,Business
14935,Female,51,Returning,Business
